"GEO","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria",NA,NA,NA,6008,6317,170,5367,5924,149,6412,6785,175
"Belgium",NA,NA,NA,4770,5171,139,6221,6906,154,5580,6065,143
"Bulgaria",690,280,181,1227,468,169,1825,810,162,2030,972,175
"Croatia",NA,NA,NA,NA,NA,NA,3889,2739,163,NA,NA,NA
"Cyprus",NA,NA,NA,2795,4230,157,7874,6994,161,5699,5134,151
"Czech Rep.",1751,905,175,2451,1491,170,2596,1879,171,2668,1700,165
"Denmark",NA,NA,NA,4247,5825,157,4888,6676,158,5041,7014,157
"Estonia",NA,NA,NA,1471,940,171,2046,1406,164,2244,1697,178
"Finland",NA,NA,NA,4007,4673,157,4424,5286,151,5178,6332,155
"France",NA,NA,NA,4136,4583,124,5014,5634,150,5204,5604,143
"Germany",NA,NA,NA,5403,5555,144,4312,4504,135,6710,6810,156
"Greece",NA,NA,NA,NA,NA,NA,4959,4564,193,3929,3357,194
"Hungary",1854,993,186,2451,1463,178,3171,1894,165,3119,1795,171
"Iceland",NA,NA,NA,4023,6032,184,3438,3672,180,4071,4805,182
"Ireland",4419,5210,151,4655,5627,159,4733,5233,140,4639,5673,144
"Italy",NA,NA,NA,5807,5941,138,5685,5818,153,5137,5287,162
"Latvia",NA,NA,NA,1386,796,170,1224,1113,158,1787,1253,170
"Lithuania",1221,601,188,1553,839,172,2298,1359,161,2160,1355,164
"Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia",NA,NA,NA,NA,NA,NA,2363,915,165,2300,1070,182
"Malta",NA,NA,NA,NA,NA,NA,3020,2208,132,1660,1343,122
"Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,1086,176
"Netherlands",4202,4286,135,4035,4300,135,4188,4665,139,4805,5277,144
"Norway",NA,NA,NA,4004,5309,154,4308,6362,153,4799,7029,154
"Poland",2588,1530,181,2820,1639,168,2924,1748,161,3595,2007,178
"Portugal",NA,NA,NA,4958,4028,151,5293,4387,141,4769,3885,155
"Romania",1440,592,188,2402,1199,176,2486,1232,174,2541,1350,187
"Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,958,184
"Slovakia",1415,615,176,1478,1008,165,2339,1565,155,2558,1734,163
"Slovenia",NA,NA,NA,4430,3307,179,4997,4204,168,6017,4913,184
"Spain",3894,3319,158,4526,4087,160,3374,3174,111,4765,4399,147
"Sweden",NA,NA,NA,3621,4363,165,3832,4739,168,4415,5544,169
"Switzerland",NA,NA,NA,NA,NA,NA,6588,9449,161,6562,9769,159
"Turkey",NA,NA,NA,1621,932,181,NA,NA,NA,NA,NA,NA
"United Kingdom",3917,4498,158,3597,4059,151,3443,3638,144,4152,5045,147
